instance_id,model,seed,dataset_count,memory_level,memory_ratio,memory_capacity,total_dataset_size,memory_utilization_ratio,travel_time_per_edge,corruption_level,safe_dataset_count,unsafe_dataset_count,all_datasets_theoretically_safe,dataset_sizes,encoding_times,corruption_margins,loss_times,status,solved,planner,timeout_seconds,wall_runtime_seconds,return_code,reported_plan_length,reported_elapsed_time,plan_makespan,estimated_travel_time,stationary_time,action_count,move_actions,collect_actions,offload_actions,waiting_periods,total_waiting_time,problem_file,metadata_file,raw_output_file,error_message
rover-timed-n7-mem-low-corr-high-seed-2,timed,2,7,low,0.35,8,21,2.625,2.0,high,4,3,False,"[2, 2, 2, 4, 3, 4, 4]","[3, 2, 3, 5, 5, 4, 5]","[1.0, -2.0, -2.0, 2.0, 1.0, 1.0, -2.0]","[4.0, 2.0, 4.0, 10.0, 11.0, 13.0, 12.0]",unsolvable,False,ENHSP default,60.0,3.596843,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-high-seed-2.txt,
rover-timed-n7-mem-low-corr-high-seed-3,timed,3,7,low,0.35,12,33,2.75,2.0,high,4,3,False,"[3, 6, 6, 3, 4, 6, 5]","[2, 2, 5, 4, 3, 3, 5]","[1.0, -1.0, 2.0, -2.0, 1.0, 2.0, -1.0]","[3.0, 3.0, 8.0, 6.0, 11.0, 14.0, 13.0]",unsolvable,False,ENHSP default,60.0,7.285026,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-high-seed-3.txt,
rover-timed-n7-mem-low-corr-high-seed-4,timed,4,7,low,0.35,9,24,2.666667,2.0,high,4,3,False,"[3, 4, 2, 5, 5, 3, 2]","[2, 2, 5, 4, 2, 3, 4]","[1.0, -1.0, 1.0, -2.0, 1.0, 2.0, -2.0]","[3.0, 3.0, 7.0, 6.0, 11.0, 14.0, 12.0]",unsolvable,False,ENHSP default,60.0,3.965199,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-high-seed-4.txt,
rover-timed-n7-mem-medium-corr-low-seed-0,timed,0,7,medium,0.6,20,32,1.6,2.0,low,7,0,True,"[5, 5, 2, 4, 6, 5, 5]","[4, 5, 4, 3, 3, 4, 3]","[4.0, 3.0, 3.0, 5.0, 3.0, 5.0, 3.0]","[8.0, 8.0, 9.0, 13.0, 13.0, 17.0, 17.0]",solved,True,ENHSP default,60.0,1.03113,0,168,79.0,79.0,68.0,11.0,48,34,7,7,40,79.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-low-seed-0.txt,
rover-timed-n7-mem-medium-corr-low-seed-1,timed,1,7,medium,0.6,17,27,1.588235,2.0,low,7,0,True,"[3, 6, 2, 4, 2, 5, 5]","[5, 5, 3, 2, 5, 2, 5]","[5.0, 3.0, 3.0, 4.0, 3.0, 2.0, 4.0]","[10.0, 8.0, 9.0, 12.0, 13.0, 14.0, 18.0]",solved,True,ENHSP default,60.0,1.014269,0,169,80.0,80.0,68.0,12.0,48,34,7,7,39,80.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-low-seed-1.txt,
rover-timed-n7-mem-medium-corr-low-seed-2,timed,2,7,medium,0.6,13,21,1.615385,2.0,low,7,0,True,"[2, 2, 2, 4, 3, 4, 4]","[3, 2, 3, 5, 5, 4, 5]","[4.0, 2.0, 2.0, 5.0, 4.0, 4.0, 2.0]","[7.0, 6.0, 8.0, 13.0, 14.0, 16.0, 16.0]",solved,True,ENHSP default,60.0,0.968003,0,168,79.0,79.0,68.0,11.0,48,34,7,7,40,79.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-low-seed-2.txt,
rover-timed-n7-mem-medium-corr-low-seed-3,timed,3,7,medium,0.6,20,33,1.65,2.0,low,7,0,True,"[3, 6, 6, 3, 4, 6, 5]","[2, 2, 5, 4, 3, 3, 5]","[4.0, 3.0, 5.0, 2.0, 4.0, 5.0, 3.0]","[6.0, 7.0, 11.0, 10.0, 14.0, 17.0, 17.0]",solved,True,ENHSP default,60.0,1.026094,0,162,73.0,73.0,68.0,5.0,48,34,7,7,37,73.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-low-seed-3.txt,
rover-timed-n7-mem-medium-corr-low-seed-4,timed,4,7,medium,0.6,15,24,1.6,2.0,low,7,0,True,"[3, 4, 2, 5, 5, 3, 2]","[2, 2, 5, 4, 2, 3, 4]","[4.0, 3.0, 4.0, 2.0, 4.0, 5.0, 2.0]","[6.0, 7.0, 10.0, 10.0, 14.0, 17.0, 16.0]",solved,True,ENHSP default,60.0,1.146183,0,163,74.0,74.0,68.0,6.0,48,34,7,7,38,74.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-low-seed-4.txt,
rover-timed-n7-mem-medium-corr-medium-seed-0,timed,0,7,medium,0.6,20,32,1.6,2.0,medium,7,0,True,"[5, 5, 2, 4, 6, 5, 5]","[4, 5, 4, 3, 3, 4, 3]","[2.0, 1.0, 1.0, 3.0, 1.0, 3.0, 1.0]","[6.0, 6.0, 7.0, 11.0, 11.0, 15.0, 15.0]",solved,True,ENHSP default,60.0,0.861219,0,162,73.0,73.0,68.0,5.0,48,34,7,7,38,73.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-medium-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-medium-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-medium-seed-0.txt,
rover-timed-n7-mem-medium-corr-medium-seed-1,timed,1,7,medium,0.6,17,27,1.588235,2.0,medium,6,1,False,"[3, 6, 2, 4, 2, 5, 5]","[5, 5, 3, 2, 5, 2, 5]","[3.0, 1.0, 1.0, 2.0, 1.0, -1.0, 2.0]","[8.0, 6.0, 7.0, 10.0, 11.0, 11.0, 16.0]",timeout,False,ENHSP default,60.0,60.164738,124,,,,0.0,,0,0,0,0,0,0.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-medium-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-medium-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-medium-seed-1.txt,
rover-timed-n7-mem-medium-corr-medium-seed-2,timed,2,7,medium,0.6,13,21,1.615385,2.0,medium,4,3,False,"[2, 2, 2, 4, 3, 4, 4]","[3, 2, 3, 5, 5, 4, 5]","[2.0, -1.0, -1.0, 3.0, 2.0, 2.0, -1.0]","[5.0, 3.0, 5.0, 11.0, 12.0, 14.0, 13.0]",unsolvable,False,ENHSP default,60.0,28.018137,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-medium-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-medium-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-medium-seed-2.txt,
rover-timed-n7-mem-medium-corr-medium-seed-3,timed,3,7,medium,0.6,20,33,1.65,2.0,medium,6,1,False,"[3, 6, 6, 3, 4, 6, 5]","[2, 2, 5, 4, 3, 3, 5]","[2.0, 1.0, 3.0, -1.0, 2.0, 3.0, 1.0]","[4.0, 5.0, 9.0, 7.0, 12.0, 15.0, 15.0]",timeout,False,ENHSP default,60.0,60.171467,124,,,,0.0,,0,0,0,0,0,0.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-medium-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-medium-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-medium-seed-3.txt,
rover-timed-n7-mem-medium-corr-medium-seed-4,timed,4,7,medium,0.6,15,24,1.6,2.0,medium,5,2,False,"[3, 4, 2, 5, 5, 3, 2]","[2, 2, 5, 4, 2, 3, 4]","[2.0, 1.0, 2.0, -1.0, 2.0, 3.0, -1.0]","[4.0, 5.0, 8.0, 7.0, 12.0, 15.0, 13.0]",timeout,False,ENHSP default,60.0,60.15458,124,,,,0.0,,0,0,0,0,0,0.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-medium-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-medium-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-medium-seed-4.txt,
rover-timed-n7-mem-medium-corr-high-seed-0,timed,0,7,medium,0.6,20,32,1.6,2.0,high,3,4,False,"[5, 5, 2, 4, 6, 5, 5]","[4, 5, 4, 3, 3, 4, 3]","[1.0, -1.0, -1.0, 2.0, -1.0, 2.0, -1.0]","[5.0, 4.0, 5.0, 10.0, 9.0, 14.0, 13.0]",unsolvable,False,ENHSP default,60.0,7.673502,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-high-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-high-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-high-seed-0.txt,
rover-timed-n7-mem-medium-corr-high-seed-1,timed,1,7,medium,0.6,17,27,1.588235,2.0,high,3,4,False,"[3, 6, 2, 4, 2, 5, 5]","[5, 5, 3, 2, 5, 2, 5]","[2.0, -1.0, -1.0, 1.0, -1.0, -2.0, 1.0]","[7.0, 4.0, 5.0, 9.0, 9.0, 10.0, 15.0]",unsolvable,False,ENHSP default,60.0,5.918329,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-high-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-high-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-high-seed-1.txt,
rover-timed-n7-mem-medium-corr-high-seed-2,timed,2,7,medium,0.6,13,21,1.615385,2.0,high,4,3,False,"[2, 2, 2, 4, 3, 4, 4]","[3, 2, 3, 5, 5, 4, 5]","[1.0, -2.0, -2.0, 2.0, 1.0, 1.0, -2.0]","[4.0, 2.0, 4.0, 10.0, 11.0, 13.0, 12.0]",unsolvable,False,ENHSP default,60.0,5.949369,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-high-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-high-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-high-seed-2.txt,
rover-timed-n7-mem-medium-corr-high-seed-3,timed,3,7,medium,0.6,20,33,1.65,2.0,high,4,3,False,"[3, 6, 6, 3, 4, 6, 5]","[2, 2, 5, 4, 3, 3, 5]","[1.0, -1.0, 2.0, -2.0, 1.0, 2.0, -1.0]","[3.0, 3.0, 8.0, 6.0, 11.0, 14.0, 13.0]",unsolvable,False,ENHSP default,60.0,12.346249,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-high-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-high-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-high-seed-3.txt,
rover-timed-n7-mem-medium-corr-high-seed-4,timed,4,7,medium,0.6,15,24,1.6,2.0,high,4,3,False,"[3, 4, 2, 5, 5, 3, 2]","[2, 2, 5, 4, 2, 3, 4]","[1.0, -1.0, 1.0, -2.0, 1.0, 2.0, -2.0]","[3.0, 3.0, 7.0, 6.0, 11.0, 14.0, 12.0]",unsolvable,False,ENHSP default,60.0,7.423345,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-high-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-high-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-high-seed-4.txt,
rover-timed-n7-mem-high-corr-low-seed-0,timed,0,7,high,1.0,32,32,1.0,2.0,low,7,0,True,"[5, 5, 2, 4, 6, 5, 5]","[4, 5, 4, 3, 3, 4, 3]","[4.0, 3.0, 3.0, 5.0, 3.0, 5.0, 3.0]","[8.0, 8.0, 9.0, 13.0, 13.0, 17.0, 17.0]",solved,True,ENHSP default,60.0,1.152748,0,170,81.0,81.0,68.0,13.0,48,34,7,7,41,81.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-low-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-low-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-low-seed-0.txt,
rover-timed-n7-mem-high-corr-low-seed-1,timed,1,7,high,1.0,27,27,1.0,2.0,low,7,0,True,"[3, 6, 2, 4, 2, 5, 5]","[5, 5, 3, 2, 5, 2, 5]","[5.0, 3.0, 3.0, 4.0, 3.0, 2.0, 4.0]","[10.0, 8.0, 9.0, 12.0, 13.0, 14.0, 18.0]",solved,True,ENHSP default,60.0,1.220287,0,170,81.0,81.0,68.0,13.0,48,34,7,7,39,81.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-low-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-low-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-low-seed-1.txt,
rover-timed-n7-mem-high-corr-low-seed-2,timed,2,7,high,1.0,21,21,1.0,2.0,low,7,0,True,"[2, 2, 2, 4, 3, 4, 4]","[3, 2, 3, 5, 5, 4, 5]","[4.0, 2.0, 2.0, 5.0, 4.0, 4.0, 2.0]","[7.0, 6.0, 8.0, 13.0, 14.0, 16.0, 16.0]",solved,True,ENHSP default,60.0,1.266529,0,169,80.0,80.0,68.0,12.0,48,34,7,7,39,80.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-low-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-low-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-low-seed-2.txt,
rover-timed-n7-mem-high-corr-low-seed-3,timed,3,7,high,1.0,33,33,1.0,2.0,low,7,0,True,"[3, 6, 6, 3, 4, 6, 5]","[2, 2, 5, 4, 3, 3, 5]","[4.0, 3.0, 5.0, 2.0, 4.0, 5.0, 3.0]","[6.0, 7.0, 11.0, 10.0, 14.0, 17.0, 17.0]",solved,True,ENHSP default,60.0,1.196125,0,164,75.0,75.0,68.0,7.0,48,34,7,7,37,75.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-low-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-low-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-low-seed-3.txt,
rover-timed-n7-mem-high-corr-low-seed-4,timed,4,7,high,1.0,24,24,1.0,2.0,low,7,0,True,"[3, 4, 2, 5, 5, 3, 2]","[2, 2, 5, 4, 2, 3, 4]","[4.0, 3.0, 4.0, 2.0, 4.0, 5.0, 2.0]","[6.0, 7.0, 10.0, 10.0, 14.0, 17.0, 16.0]",solved,True,ENHSP default,60.0,1.36492,0,164,75.0,75.0,68.0,7.0,48,34,7,7,37,75.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-low-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-low-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-low-seed-4.txt,
rover-timed-n7-mem-high-corr-medium-seed-0,timed,0,7,high,1.0,32,32,1.0,2.0,medium,7,0,True,"[5, 5, 2, 4, 6, 5, 5]","[4, 5, 4, 3, 3, 4, 3]","[2.0, 1.0, 1.0, 3.0, 1.0, 3.0, 1.0]","[6.0, 6.0, 7.0, 11.0, 11.0, 15.0, 15.0]",solved,True,ENHSP default,60.0,0.973904,0,162,73.0,73.0,68.0,5.0,48,34,7,7,38,73.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-medium-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-medium-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-medium-seed-0.txt,
rover-timed-n7-mem-high-corr-medium-seed-1,timed,1,7,high,1.0,27,27,1.0,2.0,medium,6,1,False,"[3, 6, 2, 4, 2, 5, 5]","[5, 5, 3, 2, 5, 2, 5]","[3.0, 1.0, 1.0, 2.0, 1.0, -1.0, 2.0]","[8.0, 6.0, 7.0, 10.0, 11.0, 11.0, 16.0]",timeout,False,ENHSP default,60.0,60.159282,124,,,,0.0,,0,0,0,0,0,0.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-medium-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-medium-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-medium-seed-1.txt,
rover-timed-n7-mem-high-corr-medium-seed-2,timed,2,7,high,1.0,21,21,1.0,2.0,medium,4,3,False,"[2, 2, 2, 4, 3, 4, 4]","[3, 2, 3, 5, 5, 4, 5]","[2.0, -1.0, -1.0, 3.0, 2.0, 2.0, -1.0]","[5.0, 3.0, 5.0, 11.0, 12.0, 14.0, 13.0]",unsolvable,False,ENHSP default,60.0,31.381826,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-medium-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-medium-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-medium-seed-2.txt,
rover-timed-n7-mem-high-corr-medium-seed-3,timed,3,7,high,1.0,33,33,1.0,2.0,medium,6,1,False,"[3, 6, 6, 3, 4, 6, 5]","[2, 2, 5, 4, 3, 3, 5]","[2.0, 1.0, 3.0, -1.0, 2.0, 3.0, 1.0]","[4.0, 5.0, 9.0, 7.0, 12.0, 15.0, 15.0]",timeout,False,ENHSP default,60.0,60.173594,124,,,,0.0,,0,0,0,0,0,0.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-medium-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-medium-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-medium-seed-3.txt,
rover-timed-n7-mem-high-corr-medium-seed-4,timed,4,7,high,1.0,24,24,1.0,2.0,medium,5,2,False,"[3, 4, 2, 5, 5, 3, 2]","[2, 2, 5, 4, 2, 3, 4]","[2.0, 1.0, 2.0, -1.0, 2.0, 3.0, -1.0]","[4.0, 5.0, 8.0, 7.0, 12.0, 15.0, 13.0]",timeout,False,ENHSP default,60.0,60.157212,124,,,,0.0,,0,0,0,0,0,0.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-medium-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-medium-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-medium-seed-4.txt,
rover-timed-n7-mem-high-corr-high-seed-0,timed,0,7,high,1.0,32,32,1.0,2.0,high,3,4,False,"[5, 5, 2, 4, 6, 5, 5]","[4, 5, 4, 3, 3, 4, 3]","[1.0, -1.0, -1.0, 2.0, -1.0, 2.0, -1.0]","[5.0, 4.0, 5.0, 10.0, 9.0, 14.0, 13.0]",unsolvable,False,ENHSP default,60.0,7.718473,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-high-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-high-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-high-seed-0.txt,
rover-timed-n7-mem-high-corr-high-seed-1,timed,1,7,high,1.0,27,27,1.0,2.0,high,3,4,False,"[3, 6, 2, 4, 2, 5, 5]","[5, 5, 3, 2, 5, 2, 5]","[2.0, -1.0, -1.0, 1.0, -1.0, -2.0, 1.0]","[7.0, 4.0, 5.0, 9.0, 9.0, 10.0, 15.0]",unsolvable,False,ENHSP default,60.0,6.046969,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-high-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-high-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-high-seed-1.txt,
rover-timed-n7-mem-high-corr-high-seed-2,timed,2,7,high,1.0,21,21,1.0,2.0,high,4,3,False,"[2, 2, 2, 4, 3, 4, 4]","[3, 2, 3, 5, 5, 4, 5]","[1.0, -2.0, -2.0, 2.0, 1.0, 1.0, -2.0]","[4.0, 2.0, 4.0, 10.0, 11.0, 13.0, 12.0]",unsolvable,False,ENHSP default,60.0,6.104703,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-high-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-high-corr-high-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-high-corr-high-seed-2.txt,
